"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"66705",0001-02-20,2014-05-10 01:08:00,"0.298","0.094","242.380","1.200","0.000","0.000",0
"66706",0001-02-20,2014-05-10 01:09:00,"0.298","0.094","242.210","1.200","0.000","0.000",0
"66707",0001-02-20,2014-05-10 01:10:00,"0.296","0.096","242.610","1.200","0.000","0.000",0
"66708",0001-02-20,2014-05-10 01:11:00,"0.296","0.094","242.240","1.200","0.000","0.000",0
"66709",0001-02-20,2014-05-10 01:12:00,"0.258","0.000","242.660","1.000","0.000","0.000",0
"66710",0001-02-20,2014-05-10 01:13:00,"0.226","0.000","242.990","1.000","0.000","0.000",0
"66711",0001-02-20,2014-05-10 01:14:00,"0.228","0.000","243.530","1.000","0.000","0.000",0
"66712",0001-02-20,2014-05-10 01:15:00,"0.316","0.088","243.120","1.400","0.000","0.000",0
"66713",0001-02-20,2014-05-10 01:16:00,"0.434","0.252","242.830","2.200","0.000","0.000",0
"66714",0001-02-20,2014-05-10 01:17:00,"0.418","0.254","243.080","2.000","0.000","2.000",0
"66715",0001-02-20,2014-05-10 01:18:00,"0.414","0.254","243.350","2.000","0.000","1.000",0
"66716",0001-02-20,2014-05-10 01:19:00,"0.412","0.252","242.710","2.000","0.000","1.000",0
"66717",0001-02-20,2014-05-10 01:20:00,"0.410","0.246","241.630","2.000","0.000","2.000",0
"66718",0001-02-20,2014-05-10 01:21:00,"0.408","0.246","241.860","2.000","0.000","1.000",0
"66719",0001-02-20,2014-05-10 01:22:00,"0.408","0.248","242.170","2.000","0.000","2.000",0
"66720",0001-02-20,2014-05-10 01:23:00,"0.404","0.244","241.700","2.000","0.000","1.000",0
"66721",0001-02-20,2014-05-10 01:24:00,"0.402","0.242","241.140","1.800","0.000","1.000",0
"66722",0001-02-20,2014-05-10 01:25:00,"0.402","0.244","241.410","1.800","0.000","2.000",0
"66723",0001-02-20,2014-05-10 01:26:00,"0.402","0.246","241.950","1.800","0.000","1.000",0
"66724",0001-02-20,2014-05-10 01:27:00,"0.402","0.248","242.360","1.800","0.000","2.000",0
"66725",0001-02-20,2014-05-10 01:28:00,"0.402","0.250","242.600","1.800","0.000","1.000",0
"66726",0001-02-20,2014-05-10 01:29:00,"0.398","0.246","242.110","1.800","0.000","1.000",0
"66727",0001-02-20,2014-05-10 01:30:00,"0.336","0.156","241.880","1.600","0.000","2.000",0
"66728",0001-02-20,2014-05-10 01:31:00,"0.300","0.104","240.780","1.200","0.000","1.000",0
"66729",0001-02-20,2014-05-10 01:32:00,"0.300","0.104","240.680","1.200","0.000","1.000",0
"66730",0001-02-20,2014-05-10 01:33:00,"0.300","0.106","240.870","1.200","0.000","2.000",0
"66731",0001-02-20,2014-05-10 01:34:00,"0.298","0.106","241.000","1.200","0.000","1.000",0
"66732",0001-02-20,2014-05-10 01:35:00,"0.298","0.106","240.970","1.200","0.000","1.000",0
"66733",0001-02-20,2014-05-10 01:36:00,"0.298","0.106","241.090","1.200","0.000","1.000",0
"66734",0001-02-20,2014-05-10 01:37:00,"0.298","0.106","241.100","1.200","0.000","2.000",0
"66735",0001-02-20,2014-05-10 01:38:00,"0.298","0.106","241.210","1.200","0.000","1.000",0
"66736",0001-02-20,2014-05-10 01:39:00,"0.296","0.106","241.270","1.200","0.000","1.000",0
"66737",0001-02-20,2014-05-10 01:40:00,"0.296","0.108","241.400","1.200","0.000","1.000",0
"66738",0001-02-20,2014-05-10 01:41:00,"0.296","0.108","241.610","1.200","0.000","1.000",0
"66739",0001-02-20,2014-05-10 01:42:00,"0.296","0.106","241.370","1.200","0.000","2.000",0
"66740",0001-02-20,2014-05-10 01:43:00,"0.294","0.106","240.990","1.200","0.000","1.000",0
"66741",0001-02-20,2014-05-10 01:44:00,"0.294","0.106","241.270","1.200","0.000","1.000",0
"66742",0001-02-20,2014-05-10 01:45:00,"0.242","0.000","241.260","1.000","0.000","0.000",0
"66743",0001-02-20,2014-05-10 01:46:00,"0.224","0.000","241.760","1.000","0.000","0.000",0
"66744",0001-02-20,2014-05-10 01:47:00,"0.224","0.000","242.380","1.000","0.000","0.000",0
"66745",0001-02-20,2014-05-10 01:48:00,"0.224","0.000","242.150","1.000","0.000","0.000",0
"66746",0001-02-20,2014-05-10 01:49:00,"0.288","0.050","241.690","1.400","0.000","0.000",0
"66747",0001-02-20,2014-05-10 01:50:00,"0.298","0.088","241.020","1.200","0.000","0.000",0
"66748",0001-02-20,2014-05-10 01:51:00,"0.298","0.088","240.750","1.200","0.000","0.000",0
"66749",0001-02-20,2014-05-10 01:52:00,"0.298","0.088","241.060","1.200","0.000","0.000",0
"66750",0001-02-20,2014-05-10 01:53:00,"0.300","0.090","241.570","1.200","0.000","0.000",0
"66751",0001-02-20,2014-05-10 01:54:00,"0.300","0.094","242.290","1.200","0.000","0.000",0
"66752",0001-02-20,2014-05-10 01:55:00,"0.300","0.096","242.770","1.200","0.000","0.000",0
"66753",0001-02-20,2014-05-10 01:56:00,"0.386","0.190","242.480","1.800","0.000","0.000",0
"66754",0001-02-20,2014-05-10 01:57:00,"0.406","0.228","242.240","1.800","0.000","0.000",0
"66755",0001-02-20,2014-05-10 01:58:00,"0.398","0.222","242.110","1.800","0.000","0.000",0
"66756",0001-02-20,2014-05-10 01:59:00,"0.326","0.116","240.550","1.400","0.000","0.000",0
"66757",0001-02-20,2014-05-10 02:00:00,"0.324","0.116","240.330","1.400","0.000","0.000",0
"66758",0001-02-20,2014-05-10 02:01:00,"0.328","0.126","242.570","1.400","0.000","0.000",0
"66759",0001-02-20,2014-05-10 02:02:00,"0.328","0.130","243.120","1.400","0.000","0.000",0
"66760",0001-02-20,2014-05-10 02:03:00,"0.326","0.128","243.050","1.400","0.000","0.000",0
"66761",0001-02-20,2014-05-10 02:04:00,"0.324","0.128","243.090","1.400","0.000","0.000",0
"66762",0001-02-20,2014-05-10 02:05:00,"0.322","0.124","242.070","1.400","0.000","0.000",0
"66763",0001-02-20,2014-05-10 02:06:00,"0.322","0.124","242.210","1.400","0.000","0.000",0
"66764",0001-02-20,2014-05-10 02:07:00,"0.322","0.126","242.470","1.400","0.000","0.000",0
"66765",0001-02-20,2014-05-10 02:08:00,"0.322","0.126","242.570","1.400","0.000","0.000",0
"66766",0001-02-20,2014-05-10 02:09:00,"0.322","0.128","243.080","1.400","0.000","0.000",0
"66767",0001-02-20,2014-05-10 02:10:00,"0.322","0.130","243.280","1.400","0.000","0.000",0
"66768",0001-02-20,2014-05-10 02:11:00,"0.242","0.000","243.520","1.000","0.000","0.000",0
"66769",0001-02-20,2014-05-10 02:12:00,"0.228","0.000","244.090","1.000","0.000","0.000",0
"66770",0001-02-20,2014-05-10 02:13:00,"0.228","0.000","244.020","1.000","0.000","0.000",0
"66771",0001-02-20,2014-05-10 02:14:00,"0.228","0.000","244.020","1.000","0.000","0.000",0
"66772",0001-02-20,2014-05-10 02:15:00,"0.226","0.000","243.250","1.000","0.000","0.000",0
"66773",0001-02-20,2014-05-10 02:16:00,"0.226","0.000","243.060","1.000","0.000","0.000",0
"66774",0001-02-20,2014-05-10 02:17:00,"0.228","0.000","243.380","1.000","0.000","0.000",0
"66775",0001-02-20,2014-05-10 02:18:00,"0.228","0.000","243.910","1.000","0.000","0.000",0
"66776",0001-02-20,2014-05-10 02:19:00,"0.228","0.000","243.930","1.000","0.000","0.000",0
"66777",0001-02-20,2014-05-10 02:20:00,"0.228","0.000","243.550","1.000","0.000","0.000",0
"66778",0001-02-20,2014-05-10 02:21:00,"0.228","0.000","243.450","1.000","0.000","0.000",0
"66779",0001-02-20,2014-05-10 02:22:00,"0.226","0.000","242.420","1.000","0.000","0.000",0
"66780",0001-02-20,2014-05-10 02:23:00,"0.226","0.000","243.140","1.000","0.000","0.000",0
"66781",0001-02-20,2014-05-10 02:24:00,"0.228","0.000","243.370","1.000","0.000","0.000",0
"66782",0001-02-20,2014-05-10 02:25:00,"0.228","0.000","243.530","1.000","0.000","0.000",0
"66783",0001-02-20,2014-05-10 02:26:00,"0.226","0.000","243.220","1.000","0.000","0.000",0
"66784",0001-02-20,2014-05-10 02:27:00,"0.228","0.000","243.570","1.000","0.000","0.000",0
"66785",0001-02-20,2014-05-10 02:28:00,"0.228","0.000","243.760","1.000","0.000","0.000",0
"66786",0001-02-20,2014-05-10 02:29:00,"0.226","0.000","243.360","1.000","0.000","0.000",0
"66787",0001-02-20,2014-05-10 02:30:00,"0.226","0.000","243.170","1.000","0.000","0.000",0
"66788",0001-02-20,2014-05-10 02:31:00,"0.228","0.000","243.580","1.000","0.000","0.000",0
"66789",0001-02-20,2014-05-10 02:32:00,"0.228","0.000","244.100","1.000","0.000","0.000",0
"66790",0001-02-20,2014-05-10 02:33:00,"0.230","0.000","244.550","1.000","0.000","0.000",0
"66791",0001-02-20,2014-05-10 02:34:00,"0.230","0.000","244.980","1.000","0.000","0.000",0
"66792",0001-02-20,2014-05-10 02:35:00,"0.228","0.000","244.360","1.000","0.000","0.000",0
"66793",0001-02-20,2014-05-10 02:36:00,"0.292","0.060","244.420","1.400","0.000","0.000",0
"66794",0001-02-20,2014-05-10 02:37:00,"0.388","0.190","243.850","1.800","0.000","0.000",0
"66795",0001-02-20,2014-05-10 02:38:00,"0.416","0.238","243.830","2.000","0.000","0.000",0
"66796",0001-02-20,2014-05-10 02:39:00,"0.416","0.244","243.730","2.000","0.000","0.000",0
"66797",0001-02-20,2014-05-10 02:40:00,"0.436","0.276","244.660","2.000","0.000","0.000",0
"66798",0001-02-20,2014-05-10 02:41:00,"0.436","0.280","245.020","2.000","0.000","0.000",0
"66799",0001-02-20,2014-05-10 02:42:00,"0.432","0.280","245.060","2.000","0.000","0.000",0
"66800",0001-02-20,2014-05-10 02:43:00,"0.426","0.272","244.040","2.000","0.000","0.000",0
"66801",0001-02-20,2014-05-10 02:44:00,"0.424","0.270","243.580","2.000","0.000","0.000",0
"66802",0001-02-20,2014-05-10 02:45:00,"0.420","0.268","243.420","2.000","0.000","0.000",0
"66803",0001-02-20,2014-05-10 02:46:00,"0.350","0.160","243.190","1.600","0.000","0.000",0
"66804",0001-02-20,2014-05-10 02:47:00,"0.350","0.164","243.900","1.600","0.000","0.000",0
"66805",0001-02-20,2014-05-10 02:48:00,"0.348","0.162","243.600","1.600","0.000","0.000",0
"66806",0001-02-20,2014-05-10 02:49:00,"0.346","0.160","243.040","1.600","0.000","0.000",0
"66807",0001-02-20,2014-05-10 02:50:00,"0.346","0.162","243.440","1.600","0.000","0.000",0
"66808",0001-02-20,2014-05-10 02:51:00,"0.346","0.162","243.350","1.600","0.000","0.000",0
"66809",0001-02-20,2014-05-10 02:52:00,"0.256","0.000","243.340","1.000","0.000","0.000",0
"66810",0001-02-20,2014-05-10 02:53:00,"0.252","0.000","243.210","1.000","0.000","0.000",0
"66811",0001-02-20,2014-05-10 02:54:00,"0.252","0.000","242.960","1.000","0.000","0.000",0
"66812",0001-02-20,2014-05-10 02:55:00,"0.252","0.000","243.330","1.000","0.000","0.000",0
"66813",0001-02-20,2014-05-10 02:56:00,"0.252","0.000","243.160","1.000","0.000","0.000",0
"66814",0001-02-20,2014-05-10 02:57:00,"0.250","0.000","242.770","1.000","0.000","0.000",0
"66815",0001-02-20,2014-05-10 02:58:00,"0.252","0.000","243.360","1.000","0.000","0.000",0
"66816",0001-02-20,2014-05-10 02:59:00,"0.252","0.000","243.380","1.000","0.000","0.000",0
"66817",0001-02-20,2014-05-10 03:00:00,"0.252","0.000","243.500","1.000","0.000","0.000",0
"66818",0001-02-20,2014-05-10 03:01:00,"0.252","0.000","243.570","1.000","0.000","0.000",0
"66819",0001-02-20,2014-05-10 03:02:00,"0.254","0.000","244.240","1.000","0.000","0.000",0
"66820",0001-02-20,2014-05-10 03:03:00,"0.254","0.000","244.220","1.000","0.000","0.000",0
"66821",0001-02-20,2014-05-10 03:04:00,"0.254","0.000","243.990","1.000","0.000","0.000",0
"66822",0001-02-20,2014-05-10 03:05:00,"0.252","0.000","243.440","1.000","0.000","0.000",0
"66823",0001-02-20,2014-05-10 03:06:00,"0.252","0.000","243.400","1.000","0.000","0.000",0
"66824",0001-02-20,2014-05-10 03:07:00,"0.252","0.000","243.490","1.000","0.000","0.000",0
"66825",0001-02-20,2014-05-10 03:08:00,"0.252","0.000","243.550","1.000","0.000","0.000",0
"66826",0001-02-20,2014-05-10 03:09:00,"0.252","0.000","243.190","1.000","0.000","0.000",0
"66827",0001-02-20,2014-05-10 03:10:00,"0.254","0.000","243.740","1.000","0.000","0.000",0
"66828",0001-02-20,2014-05-10 03:11:00,"0.254","0.000","244.110","1.000","0.000","0.000",0
"66829",0001-02-20,2014-05-10 03:12:00,"0.250","0.000","242.840","1.000","0.000","0.000",0
"66830",0001-02-20,2014-05-10 03:13:00,"0.250","0.000","242.810","1.000","0.000","0.000",0
"66831",0001-02-20,2014-05-10 03:14:00,"0.250","0.000","242.480","1.000","0.000","0.000",0
"66832",0001-02-20,2014-05-10 03:15:00,"0.250","0.000","242.500","1.000","0.000","0.000",0
"66833",0001-02-20,2014-05-10 03:16:00,"0.250","0.000","242.760","1.000","0.000","0.000",0
"66834",0001-02-20,2014-05-10 03:17:00,"0.250","0.000","242.920","1.000","0.000","0.000",0
"66835",0001-02-20,2014-05-10 03:18:00,"0.368","0.150","242.490","1.600","0.000","0.000",0
"66836",0001-02-20,2014-05-10 03:19:00,"0.360","0.158","242.860","1.600","0.000","0.000",0
"66837",0001-02-20,2014-05-10 03:20:00,"0.358","0.162","243.330","1.600","0.000","0.000",0
"66838",0001-02-20,2014-05-10 03:21:00,"0.358","0.162","243.530","1.600","0.000","0.000",0
"66839",0001-02-20,2014-05-10 03:22:00,"0.356","0.162","243.440","1.600","0.000","0.000",0
"66840",0001-02-20,2014-05-10 03:23:00,"0.386","0.184","243.530","1.800","0.000","0.000",0
"66841",0001-02-20,2014-05-10 03:24:00,"0.406","0.234","243.000","1.800","0.000","0.000",0
"66842",0001-02-20,2014-05-10 03:25:00,"0.404","0.238","243.800","1.800","0.000","0.000",0
"66843",0001-02-20,2014-05-10 03:26:00,"0.402","0.236","243.500","1.800","0.000","0.000",0
"66844",0001-02-20,2014-05-10 03:27:00,"0.400","0.234","243.130","1.800","0.000","0.000",0
"66845",0001-02-20,2014-05-10 03:28:00,"0.400","0.234","243.340","1.800","0.000","0.000",0
"66846",0001-02-20,2014-05-10 03:29:00,"0.398","0.236","243.510","1.800","0.000","0.000",0
"66847",0001-02-20,2014-05-10 03:30:00,"0.396","0.238","243.860","1.800","0.000","0.000",0
"66848",0001-02-20,2014-05-10 03:31:00,"0.392","0.234","243.030","1.800","0.000","0.000",0
"66849",0001-02-20,2014-05-10 03:32:00,"0.346","0.166","242.990","1.600","0.000","0.000",0
"66850",0001-02-20,2014-05-10 03:33:00,"0.258","0.000","243.120","1.000","0.000","0.000",0
"66851",0001-02-20,2014-05-10 03:34:00,"0.224","0.000","242.060","1.000","0.000","0.000",0
"66852",0001-02-20,2014-05-10 03:35:00,"0.224","0.000","241.770","1.000","0.000","0.000",0
"66853",0001-02-20,2014-05-10 03:36:00,"0.226","0.000","242.340","1.000","0.000","0.000",0
"66854",0001-02-20,2014-05-10 03:37:00,"0.228","0.000","243.260","1.000","0.000","0.000",0
"66855",0001-02-20,2014-05-10 03:38:00,"0.228","0.000","243.710","1.000","0.000","0.000",0
"66856",0001-02-20,2014-05-10 03:39:00,"0.230","0.000","244.830","1.000","0.000","0.000",0
"66857",0001-02-20,2014-05-10 03:40:00,"0.230","0.000","244.690","1.000","0.000","0.000",0
"66858",0001-02-20,2014-05-10 03:41:00,"0.230","0.000","244.550","1.000","0.000","0.000",0
"66859",0001-02-20,2014-05-10 03:42:00,"0.230","0.000","244.380","1.000","0.000","0.000",0
"66860",0001-02-20,2014-05-10 03:43:00,"0.230","0.000","244.400","1.000","0.000","0.000",0
"66861",0001-02-20,2014-05-10 03:44:00,"0.228","0.000","244.160","1.000","0.000","0.000",0
"66862",0001-02-20,2014-05-10 03:45:00,"0.268","0.000","244.210","1.400","0.000","0.000",0
"66863",0001-02-20,2014-05-10 03:46:00,"0.312","0.120","244.130","1.400","0.000","1.000",0
"66864",0001-02-20,2014-05-10 03:47:00,"0.312","0.120","244.220","1.400","0.000","1.000",0
"66865",0001-02-20,2014-05-10 03:48:00,"0.312","0.118","243.960","1.400","0.000","2.000",0
"66866",0001-02-20,2014-05-10 03:49:00,"0.312","0.116","243.480","1.400","0.000","1.000",0
"66867",0001-02-20,2014-05-10 03:50:00,"0.312","0.118","243.840","1.400","0.000","2.000",0
"66868",0001-02-20,2014-05-10 03:51:00,"0.314","0.120","243.920","1.400","0.000","1.000",0
"66869",0001-02-20,2014-05-10 03:52:00,"0.314","0.122","244.500","1.400","0.000","1.000",0
"66870",0001-02-20,2014-05-10 03:53:00,"0.314","0.122","244.600","1.400","0.000","2.000",0
"66871",0001-02-20,2014-05-10 03:54:00,"0.314","0.122","244.560","1.400","0.000","1.000",0
"66872",0001-02-20,2014-05-10 03:55:00,"0.312","0.120","243.910","1.400","0.000","2.000",0
"66873",0001-02-20,2014-05-10 03:56:00,"0.310","0.116","243.550","1.400","0.000","1.000",0
"66874",0001-02-20,2014-05-10 03:57:00,"0.310","0.116","243.580","1.400","0.000","1.000",0
"66875",0001-02-20,2014-05-10 03:58:00,"0.308","0.112","242.740","1.400","0.000","2.000",0
"66876",0001-02-20,2014-05-10 03:59:00,"0.412","0.228","242.720","2.000","0.000","1.000",0
"66877",0001-02-20,2014-05-10 04:00:00,"0.416","0.250","242.710","2.000","0.000","1.000",0
"66878",0001-02-20,2014-05-10 04:01:00,"0.410","0.248","242.320","2.000","0.000","2.000",0
"66879",0001-02-20,2014-05-10 04:02:00,"0.408","0.248","242.360","2.000","0.000","1.000",0
"66880",0001-02-20,2014-05-10 04:03:00,"0.406","0.246","242.120","2.000","0.000","1.000",0
"66881",0001-02-20,2014-05-10 04:04:00,"0.404","0.248","242.180","2.000","0.000","2.000",0
"66882",0001-02-20,2014-05-10 04:05:00,"0.402","0.248","242.220","1.800","0.000","1.000",0
"66883",0001-02-20,2014-05-10 04:06:00,"0.400","0.246","241.980","1.800","0.000","1.000",0
"66884",0001-02-20,2014-05-10 04:07:00,"0.398","0.246","242.090","1.800","0.000","1.000",0
"66885",0001-02-20,2014-05-10 04:08:00,"0.396","0.246","241.920","1.800","0.000","1.000",0
"66886",0001-02-20,2014-05-10 04:09:00,"0.396","0.250","242.610","1.800","0.000","2.000",0
"66887",0001-02-20,2014-05-10 04:10:00,"0.396","0.252","242.990","1.800","0.000","1.000",0
"66888",0001-02-20,2014-05-10 04:11:00,"0.432","0.280","243.060","2.200","0.000","1.000",0
"66889",0001-02-20,2014-05-10 04:12:00,"0.470","0.358","242.940","2.400","0.000","1.000",0
"66890",0001-02-20,2014-05-10 04:13:00,"0.428","0.296","243.070","2.200","0.000","2.000",0
"66891",0001-02-20,2014-05-10 04:14:00,"0.348","0.170","242.850","1.600","0.000","0.000",0
"66892",0001-02-20,2014-05-10 04:15:00,"0.304","0.094","242.730","1.200","0.000","0.000",0
"66893",0001-02-20,2014-05-10 04:16:00,"0.302","0.094","242.650","1.200","0.000","0.000",0
"66894",0001-02-20,2014-05-10 04:17:00,"0.302","0.096","243.080","1.200","0.000","0.000",0
"66895",0001-02-20,2014-05-10 04:18:00,"0.300","0.100","243.600","1.200","0.000","0.000",0
"66896",0001-02-20,2014-05-10 04:19:00,"0.298","0.096","243.050","1.200","0.000","0.000",0
"66897",0001-02-20,2014-05-10 04:20:00,"0.292","0.086","243.380","1.200","0.000","0.000",0
"66898",0001-02-20,2014-05-10 04:21:00,"0.228","0.000","243.820","1.000","0.000","0.000",0
"66899",0001-02-20,2014-05-10 04:22:00,"0.228","0.000","243.730","1.000","0.000","0.000",0
"66900",0001-02-20,2014-05-10 04:23:00,"0.230","0.000","244.260","1.000","0.000","0.000",0
"66901",0001-02-20,2014-05-10 04:24:00,"0.230","0.000","244.980","1.000","0.000","0.000",0
"66902",0001-02-20,2014-05-10 04:25:00,"0.230","0.000","244.950","1.000","0.000","0.000",0
"66903",0001-02-20,2014-05-10 04:26:00,"0.234","0.000","244.300","1.000","0.000","0.000",0
"66904",0001-02-20,2014-05-10 04:27:00,"0.250","0.000","243.730","1.000","0.000","0.000",0
"66905",0001-02-20,2014-05-10 04:28:00,"0.250","0.000","243.230","1.000","0.000","0.000",0
"66906",0001-02-20,2014-05-10 04:29:00,"0.226","0.000","242.830","1.000","0.000","0.000",0
"66907",0001-02-20,2014-05-10 04:30:00,"0.226","0.000","242.750","1.000","0.000","0.000",0
"66908",0001-02-20,2014-05-10 04:31:00,"0.226","0.000","243.000","1.000","0.000","0.000",0
